Node Type,Label,single,release_date,genre,notable,Id,written_date,stage_name,notoriety_date,year
Song,Whispers in Maria's Slumber,True,2010.0,Oceanus Folk,True,12332,2010.0,,,2010.0
Song,Celestial Praise,True,2029.0,Oceanus Folk,True,12490,2029.0,,,2029.0
Person,Guiying Zhong,,,,,12491,,,,
Person,Qiang Yang,,,,,12492,,,,
Person,Lei Liao,,,,,12493,,,,
Song,Reef Road Reverie,False,2030.0,Oceanus Folk,True,12524,,,,2030.0
Person,Jie Li,,,,,12525,,Harmonic Paradox,,
Person,Na Dai,,,,,12526,,,,
Person,Xia Wu,,,,,12527,,,,
Person,Mary King,,,,,12528,,,,
Person,Xia Zhao,,,,,12529,,,,
Song,Whispers Between Dimensions,True,2027.0,Oceanus Folk,True,12625,,,,2027.0
Person,Qiang Jiang,,,,,12626,,,,
Person,Jie Xu,,,,,12627,,,,
Person,Yan Chang,,,,,12628,,,,
Person,Yan Luo,,,,,12749,,,,
Song,Dissonant Echoes,True,2020.0,Oceanus Folk,True,12804,2020.0,,,2020.0
Person,Dustin Maxwell,,,,,12805,,,,
Person,Tanya Garrett,,,,,12806,,,,
Song,Cardiac Whispers,False,2026.0,Oceanus Folk,True,12882,,,,2026.0
Person,John Maldonado,,,,,12883,,,,
Person,Andrew Carrillo,,,,,12884,,,,
Person,Nancy Arnold,,,,,12885,,,,
Song,Tartan and Revenge,True,2023.0,Oceanus Folk,True,12926,,,,2023.0
Person,Chao Cheng,,,,,12927,,,,
Person,Juan Han,,,,,12928,,,,
Person,Na Ren,,,,,12929,,,,
Person,Qiang Xie,,,,,12930,,,,
Person,Mitchell Bryan,,,,,12931,,,,
Song,Shadows Beneath the Palm,True,2026.0,Oceanus Folk,True,13027,,,,2026.0
Person,Michael Rivera,,,,,13028,,,,
Person,Michael Reyes,,,,,13029,,,,
Person,Fang Wu,,,,,13090,,,,
Song,Liturgical Whispers,True,2023.0,Oceanus Folk,True,13173,,,,2023.0
Person,Ming Qiu,,,,,13174,,,,
Person,Yang Lei,,,,,13175,,,,
Person,Fang Qiao,,,,,13176,,,,
Person,Ming Yu,,,,,13177,,,,
Person,Guiying Qiu,,,,,13178,,,,
Song,The Wisdom of Not Knowing,False,2027.0,Oceanus Folk,True,13232,,,,2027.0
Person,Jason Vaughn,,,,,13233,,,,
Person,Gang Lin,,,,,13234,,,,
Person,Summer Bender,,,,,13235,,,,
Song,Exile's Whisper,True,2004.0,Oceanus Folk,True,13324,,,,2004.0
Person,Eric Beasley,,,,,13325,,,,
Person,Ann Holland,,,,,13326,,,,
Song,Waiting by the Phone,True,2029.0,Oceanus Folk,True,13396,2029.0,,,2029.0
Person,Yan Zhu,,,,,13397,,,,
Person,Yong Feng,,,,,13398,,,,
Song,Constellation of Us,True,2013.0,Oceanus Folk,True,13431,2013.0,,,2013.0
Person,Chao Xiao,,,,,13432,,FLEX ALPHA,,
Person,Ping Song,,,,,13433,,,,
Person,Lei Zheng,,,,,13434,,,,
Person,Xiulan Mo,,,,,13435,,,,
Song,Whispers of Forever,False,2019.0,Oceanus Folk,True,13438,,,,2019.0
Person,Min Liang,,,,,13439,,,,
Person,Na Li,,,,,13440,,,,
Person,Yang Wu,,,,,13441,,,,
Person,Jun Pan,,,,,13442,,,,
Person,Xia Wang,,,,,13443,,,,
Person,Na Yi,,,,,13444,,,,
Person,Xia Shao,,,,,13445,,,,
Song,Rings and Revelations,False,2024.0,Oceanus Folk,True,13516,,,,2024.0
Person,Qiang Zhu,,,,,13517,,,,
Person,Paulo Oestrovsky,,,,,13518,,,,
Song,Sacred Echoes,True,2017.0,Oceanus Folk,True,13521,,,2017.0,2017.0
Person,Kyle Lawrence,,,,,13522,,,,
Song,Fireworks and Freedom,True,2017.0,Oceanus Folk,True,13530,,,,2017.0
Person,Amber Ramsey,,,,,13531,,,,
Person,Edward Little,,,,,13532,,,,
Person,Angela Perez,,,,,13533,,,,
Person,Chad Marks,,,,,13534,,,,
Song,Summer of '76,False,2024.0,Oceanus Folk,True,13538,,,,2024.0
Person,Li Wan,,,,,13550,,,,
Song,The Last Goodbye's Farewell,True,2007.0,Oceanus Folk,False,13965,,,,2007.0
Person,Lalo Salgado Cazorla,,,,,13966,, $OUL,,
Person,Georgina Piñol-Guerra,,,,,13967,,,,
Person,Luigina Stoppani-Sandi,,,,,13968,,,,
Song,Timón de Esperanza,True,2022.0,Oceanus Folk,True,14198,2022.0,,,2022.0
Person,Juan Dong,,,,,14199,,,,
Person,Guiying Ma,,,,,14200,,,,
Song,Grip of Memory,True,2026.0,Oceanus Folk,False,14220,,,,2026.0
Person,Jonathan Morris,,,,,14221,,,,
Person,Xiuying Wei,,,,,14222,,,,
Song,Alphabet Anarchy,True,2020.0,Oceanus Folk,True,14652,,,,2020.0
Person,Michael Jefferson,,,,,14653,,,,
Person,Andrew Lee,,,,,14654,,,,
Person,Jenna York,,,,,14655,,,,
Person,Abigail Hawkins,,,,,14656,,,,
Person,Michael Gregory,,,,,14657,,,,
Song,Crimson Ledger of the Desert Riders,False,2023.0,Oceanus Folk,True,14720,,,,2023.0
Person,Juan Gu,,,,,14721,, Sage XII,,
Person,Jie Dai,,,,,14722,, CR¥STAL,,
Person,Qiang Dai,,,,,14723,,,,
Person,Ping Pan,,,,,14724,,,,
Person,Xiulan He,,,,,14725,,,,
Person,Tao Chang,,,,,14726,,,,
Song,Scarlet Letter Sarah,False,2013.0,Oceanus Folk,True,14746,,,,2013.0
Person,Mandy Hood,,,,,14747,,,,
Person,Robert Villanueva,,,,,14748,,,,
Song,Heavenly Radiance,True,2017.0,Oceanus Folk,True,14762,,,,2017.0
Person,Thomas Dudley,,,,,14763,,,,
Person,Charles Hall,,,,,14764,,,,
Person,James Mosley,,,,,14765,,,,
Person,Adriana Figueroa,,,,,14766,,,,
Song,Faded Polaroids,True,2025.0,Oceanus Folk,True,14940,,,2038.0,2025.0
Song,Echoes of the Puszta: Chamber Variations,True,2023.0,Oceanus Folk,True,15017,,,,2023.0
Person,Qiang Gao,,,,,15018,,,,
Person,Fang Yan,,,,,15019,,,,
Person,Jun Lai,,,,,15020,,,,
Person,Jing Chang,,,,,15021,,,,
Person,Li Dong,,,,,15022,,,,
Person,Qiang Sun,,,,,15023,,,,
Song,Wavelengths of Lingering Queries,True,2009.0,Oceanus Folk,True,15032,,,,2009.0
Person,Na Deng,,,,,15033,,,,
Song,Wrapped in Your Warmth,False,2024.0,Oceanus Folk,True,15271,2017.0,,,2024.0
Person,Matthew Murphy,,,,,15272,,,,
Person,Jing Luo,,,,,15273,,,,
Person,Xiulan Zhong,,,,,15274,,,,
Song,Bloodline Legacy,True,2026.0,Oceanus Folk,True,15316,,,,2026.0
Person,Douglas Roberts,,,,,15317,,,,
Song,Strings of Destiny,True,2025.0,Oceanus Folk,True,15384,2025.0,,,2025.0
Person,Xia Ye,,,,,15385,,,,
Person,Chelsea Harris,,,,,15386,,,,
Song,Pale Light of Farewell,True,2023.0,Oceanus Folk,True,15415,,,,2023.0
Person,Ming Zhou,,,,,15416,,,,
Person,Wei Zou,,,,,15417,,,,
Person,Chao Qiu,,,,,15418,,,,
Song,Choreography of Forbidden Passion,True,2017.0,Oceanus Folk,True,15441,2017.0,,,2017.0
Person,Emily Jackson,,,,,15442,, R.J. West,,
Song,Whispers in the Silence,True,2013.0,Oceanus Folk,True,15481,2013.0,,,2013.0
Song,The Ballad of Kristian's Heart,False,2023.0,Oceanus Folk,True,15571,,,,2023.0
Person,Jie Cheng,,,,,15572,,,,
Person,Juan Kang,,,,,15573,,,,
Song,Motherland's Golden Horizon,False,2010.0,Oceanus Folk,True,15646,,,,2010.0
Person,Gang Zeng,,,,,15647,,Nightshade Paradox,,
Person,Min Ding,,,,,15648,,,,
Song,Rumors Spread Like Wildfire,False,2020.0,Oceanus Folk,True,15654,,,,2020.0
Person,Jing Feng,,,,,15655,,,,
Song,Elevation of Desire,True,2023.0,Oceanus Folk,True,15812,,,,2023.0
Person,Miss Erin Dean,,,,,15813,, Cosmic Ray,,
Person,Stephanie Benjamin,,,,,15814,,,,
Person,Michaela Brooks,,,,,15815,,,,
Song,Inches Apart,True,2023.0,Oceanus Folk,True,15954,,,2023.0,2023.0
Person,Tao Xiong,,,,,15955,,,,
Person,Min Xiong,,,,,15956,,,,
Song,When Angels Breathe,True,2023.0,Oceanus Folk,True,15973,,,,2023.0
Person,Rachel Rios,,,,,15974,,,,
Person,Tammie Johnson,,,,,15975,,,,
Person,Xia Shen,,,,,15976,,,,
Person,Gang Ding,,,,,15977,,,,
Song,Mercy's Infinite Echo,True,2007.0,Oceanus Folk,True,15994,2007.0,,,2007.0
Song,Devotion's Horizon,True,2004.0,Oceanus Folk,True,16133,,,,2004.0
Person,Tara Deshmukh,,,,,16134,,,,
Person,Riya Dhingra,,,,,16135,,,,
Song,Siege of Barcelona's Twilight,False,2023.0,Oceanus Folk,True,16180,,,,2023.0
Person,Yong Ding,,,,,16181,,,,
Song,The Question That Lingers,True,2026.0,Oceanus Folk,True,16192,,,,2026.0
Person,Wei Yao,,,,,16193,,XANOVA,,
Person,Jie Long,,,,,16194,,,,
Person,Min Guo,,,,,16195,,,,
Person,Jie Dong,,,,,16196,,,,
Person,Juan Xiang,,,,,16197,,,,
Person,Juan Cao,,,,,16198,,,,
Person,Yong Qiao,,,,,16199,,,,
Song,Blueprint Whispers,False,2017.0,Oceanus Folk,True,16225,,,2017.0,2017.0
Person,Luce Loiseau,,,,,16226,,,,
Person,Christophe-Émile Grégoire,,,,,16227,,,,
Person,Arnaude Poirier,,,,,16228,,,,
Person,Georges Chrétien,,,,,16229,,,,
Song,Ceremonial Footsteps,True,2026.0,Oceanus Folk,True,16264,,,,2026.0
Person,Ming Wang,,,,,16265,, Sky,,
Person,Ming Xiang,,,,,16266,,,,
Person,Tao Zhang,,,,,16267,,,,
Person,Wei Chen,,,,,16268,,,,
Song,Perimeter,False,2020.0,Oceanus Folk,True,16276,,,,2020.0
Person,Lei Wei,,,,,16277,,,,
Person,Chao Zhou,,,,,16278,,,,
Song,No Man's Territory,True,2020.0,Oceanus Folk,True,16279,,,,2020.0
Person,Yong Tang,,,,,16280,,,,
Person,Jie Xu,,,,,16281,,,,
Song,Aquatic Rebirth (1983),True,2023.0,Oceanus Folk,True,16400,,,2023.0,2023.0
Person,Steven Goodman,,,,,16401,,,,
Song,Manger's Midnight,True,2021.0,Oceanus Folk,True,16457,,,,2021.0
Song,Trembling Syringe,False,2013.0,Oceanus Folk,True,16524,2013.0,,,2013.0
Person,Lei Wan,,,,,16525,,,,
Person,Jun Han,,,,,16526,,,,
Person,Yesenia Miller,,,,,16527,,,,
Song,Drowning in Denial,False,2023.0,Oceanus Folk,True,16582,,,,2023.0
Person,Li Zeng,,,,,16583,,,,
Song,Babel's Broken Tongue,True,2013.0,Oceanus Folk,True,16734,,,,2013.0
Person,Jun Bai,,,,,16735,,,,
MusicalGroup,Crimson Theorem,,,,,16753,,,,
MusicalGroup,Interval Shift,,,,,16755,,,,
MusicalGroup,Joker's Smile,,,,,16758,,,,
MusicalGroup,Fiesta Nocturna,,,,,16760,,,,
MusicalGroup,Prisma Flux,,,,,16794,,,,
MusicalGroup,Loro,,,,,16797,,,,
MusicalGroup,Cosmic Drift,,,,,16802,,,,
MusicalGroup,Sonora Flux,,,,,16817,,,,
MusicalGroup,Kinship Harmony,,,,,16851,,,,
MusicalGroup,Operatic Pulse,,,,,16862,,,,
MusicalGroup,Electric Twist,,,,,16869,,,,
MusicalGroup,Animated Antics,,,,,16873,,,,
MusicalGroup,Embers of Wrath,,,,,16892,,,,
MusicalGroup,Synaptic Stream,,,,,16913,,,,
MusicalGroup,The Nulls,,,,,16918,,,,
MusicalGroup,Andean Horizon,,,,,16938,,,,
MusicalGroup,Cardboard Twenty-Five,,,,,16939,,,,
Album,Neon Heartbeat,,2031.0,Synthwave,False,16961,2030.0,,,2031.0
MusicalGroup,Tidal Reverie,,,,,16987,,,,
Album,Ballads for the End of Time,,2033.0,Oceanus Folk,True,16989,2032.0,,,2033.0
Song,The Bells Beneath the Waves,True,2035.0,Oceanus Folk,False,16990,,,,2035.0
Song,Forgotten Harbors,False,2035.0,Oceanus Folk,False,16991,,,,2035.0
Song,Beneath the Coral Veil,True,2033.0,Oceanus Folk,False,16992,,,,2033.0
Album,Melancholy Circuitry,,2033.0,Americana,True,16999,2032.0,,,2033.0
MusicalGroup,The Brine Choir,,,,,17046,,,,
Album,Drifting Between the Stars and the Sea,,2034.0,Oceanus Folk,True,17047,2033.0,,,2034.0
Album,Artificial Sunsets,,2035.0,Oceanus Folk,True,17048,2034.0,,,2035.0
Album,Electric Reverie,,2038.0,Oceanus Folk,True,17049,2037.0,,,2038.0
Song,Star-Touched Tides,True,2034.0,Oceanus Folk,True,17050,,,,2034.0
Song,Echoes in a Seashell,False,2034.0,Oceanus Folk,False,17051,,,,2034.0
Song,Beneath the Celestial Wake,True,2035.0,Oceanus Folk,False,17052,,,,2035.0
Song,Driftwood and Stardust,True,2038.0,Oceanus Folk,False,17053,,,,2038.0
MusicalGroup,Selkie's Hollow,,,,,17120,,,,
Album,Ballads for the Low Tide,,2037.0,Oceanus Folk,True,17121,2036.0,,,2037.0
Song,Skin and Saltwater,False,2037.0,Oceanus Folk,False,17122,,,,2037.0
Song,Sea Glass Memories,True,2037.0,Oceanus Folk,False,17123,,,,2037.0
Song,Vanished with the Current,True,2037.0,Oceanus Folk,False,17124,,,,2037.0
Song,When the Tide Calls My Name,False,2037.0,Oceanus Folk,True,17125,,,,2037.0
Person,Kai Reynolds,,,,,17226,,,,
MusicalGroup,The Wave Riders,,,,,17230,,,,
Album,Tides of Echos,,2029.0,Oceanus Folk,True,17231,2028.0,,,2029.0
Song,Sunset Harmony,True,2029.0,Oceanus Folk,False,17233,,,,2029.0
Song,Whispering Waves,True,2032.0,Oceanus Folk,False,17234,,,,2032.0
Person,Genevieve Bell,,,,,17235,,Lux Ravenna,,
Song,Ocean Breeze,False,2027.0,Oceanus Folk,True,17238,,,,2027.0
Song,Siren's Song,True,2031.0,Oceanus Folk,False,17239,,,,2031.0
Person,Ella Parker,,,,,17242,,,,
MusicalGroup,Mariner's Refrain,,,,,17243,,,,
Song,Buoyant Heart,True,2028.0,Oceanus Folk,False,17246,,,,2028.0
Song,Anchored Love,True,2030.0,Oceanus Folk,True,17247,,,,2030.0
MusicalGroup,Siren's Call,,,,,17250,,,,
Album,Hidden Depths,,2031.0,Oceanus Folk,True,17252,2030.0,,,2031.0
Song,Shoreline,False,2028.0,Oceanus Folk,False,17253,,,,2028.0
Song,Moonlit Tide,False,2031.0,Oceanus Folk,False,17254,,,,2031.0
Person,Sailor Shift,,,,,17255,,,,
Person,Maya Jensen,,,,,17256,,,,
Person,Sophie Ramirez,,,,,17259,,,,
MusicalGroup,Ivy Echos,,,,,17260,,,,
Album,The Kelp Forest Canticles,,2024.0,Oceanus Folk,True,17261,2023.0,,,2024.0
Album,Luminescent Tides,,2025.0,Oceanus Folk,True,17262,2024.0,,,2025.0
Album,Shoreline Sonnets,,2026.0,Oceanus Folk,True,17263,2025.0,,,2026.0
Song,Sunken Bell Song,True,2024.0,Oceanus Folk,False,17264,,,,2024.0
Song,Dancer of the Dappled Light,False,2024.0,Oceanus Folk,False,17265,,,,2024.0
Song,Whispers in the Fronds,False,2024.0,Oceanus Folk,False,17266,,,,2024.0
Song,The Angler's Lantern,True,2025.0,Oceanus Folk,False,17267,,,,2025.0
Song,Deepsea Fireflies,False,2025.0,Oceanus Folk,False,17268,,,,2025.0
Song,Sandpiper's Serenade,False,2026.0,Oceanus Folk,False,17269,,,,2026.0
Song,Salt-Kissed Rhymes,True,2026.0,Oceanus Folk,True,17270,,,,2026.0
Song,Tidepool Epigrams,False,2026.0,Oceanus Folk,False,17271,,,,2026.0
Album,Tidal Pop Waves,,2028.0,Oceanus Folk,True,17272,2027.0,,,2028.0
Album,Salty Dreams,,2030.0,Oceanus Folk,True,17273,2029.0,,,2030.0
Album,The Current & The Chord,,2032.0,Oceanus Folk,True,17274,2031.0,,,2032.0
Album,Coral Beats,,2034.0,Oceanus Folk,True,17275,2033.0,,,2034.0
Album,Tides & Ballads,,2036.0,Oceanus Folk,True,17276,2035.0,,,2036.0
Album,Oceanbound,,2038.0,Oceanus Folk,True,17277,2037.0,,,2038.0
Album,Echoes of the Deep,,2040.0,Oceanus Folk,True,17278,2039.0,,,2040.0
Song,High Tide Heartbeat,True,2028.0,Oceanus Folk,False,17279,,,,2028.0
Song,Electric Eel Love,False,2028.0,Oceanus Folk,True,17280,,,,2028.0
Song,Sun-Drenched Daydream,False,2028.0,Oceanus Folk,False,17281,,,,2028.0
Song,Chord of the Deep,False,2028.0,Oceanus Folk,False,17282,,,,2028.0
Song,Heart of the Habitat,True,2030.0,Oceanus Folk,False,17283,,,,2030.0
Song,Reef Rhythm,False,2030.0,Oceanus Folk,False,17284,,,,2030.0
Song,Driftwood Lullaby,False,2030.0,Oceanus Folk,False,17285,,,,2030.0
Song,Saltwater Hymn,False,2032.0,Oceanus Folk,False,17286,,,,2032.0
Song,Moon Over the Tide,False,2034.0,Oceanus Folk,True,17287,,,,2034.0
Song,Into the Current,True,2034.0,Oceanus Folk,False,17288,,,,2034.0
Song,Barnacle Heart,False,2034.0,Oceanus Folk,False,17289,,,,2034.0
Song,Fog & Fiddle,False,2036.0,Oceanus Folk,True,17290,,,,2036.0
Song,The Fisherman's Prayer,True,2036.0,Oceanus Folk,False,17291,,,,2036.0
Song,Stormsong,True,2038.0,Oceanus Folk,True,17292,,,,2038.0
Song,Salt in My Veins,False,2040.0,Oceanus Folk,False,17293,,,,2040.0
Song,The Last Mariner,False,2040.0,Oceanus Folk,False,17294,,,,2040.0
MusicalGroup,The Saltwater Weavers,,,,,17299,,,,
Song,Tripping on the Water,True,1995.0,Oceanus Folk,False,17304,,,,1995.0
Song,The One,False,1997.0,Oceanus Folk,False,17305,,,,1997.0
Song,Alight,True,1999.0,Oceanus Folk,False,17306,,,,1999.0
Song,Albatross,False,2001.0,Oceanus Folk,False,17307,,,,2001.0
Song,By the Stars,False,2001.0,Oceanus Folk,False,17308,,,,2001.0
MusicalGroup,The Tide Singer's Knot,,,,,17314,,,,
Song,Lanterns on the Water,True,1993.0,Oceanus Folk,False,17318,,,,1993.0
Song,Knot & Tether,False,1993.0,Oceanus Folk,True,17319,,,,1993.0
Song,Bones in the Brig,False,1994.0,Oceanus Folk,False,17320,,,,1994.0
Song,Stormglass,True,1995.0,Oceanus Folk,False,17321,,,,1995.0
Song,Widow’s Walk,False,1995.0,Oceanus Folk,False,17322,,,,1995.0
MusicalGroup,Drowned Harbor,,,,,17327,,,,
Song,Where the Lanterns Fade,True,2005.0,Oceanus Folk,False,17332,,,,2005.0
Song,The Undertow Waltz,False,2005.0,Oceanus Folk,False,17333,,,,2005.0
Song,Sable Waves,True,2008.0,Oceanus Folk,False,17334,,,,2008.0
Song,Blackwater Hymn,False,2010.0,Oceanus Folk,True,17335,,,,2010.0
Song,The Coral Spire,True,2010.0,Oceanus Folk,False,17336,,,,2010.0
Song,Wake Drinker,False,2013.0,Oceanus Folk,False,17337,,,,2013.0
Song,Vanishing Point,False,2013.0,Oceanus Folk,False,17338,,,,2013.0
Song,The Sompass Spins,False,2013.0,Oceanus Folk,False,17339,,,,2013.0
Person,Orla Seabloom,,,,,17340,,,,
Song,Beneath the Whispering Waves,True,2029.0,Oceanus Folk,True,17342,,,2029.0,2029.0
Song,Seasheel Lullaby,False,2029.0,Oceanus Folk,True,17343,,,2029.0,2029.0
Song,Riding the Moon's Reflection,False,2029.0,Oceanus Folk,True,17344,,,2029.0,2029.0
Song,Tidal Journey,False,2029.0,Oceanus Folk,True,17345,,,2029.0,2029.0
Song,Ebbing Heart,False,2029.0,Oceanus Folk,True,17346,,,2029.0,2029.0
Song,The Shifting Sands,False,2029.0,Oceanus Folk,True,17347,,,2029.0,2029.0
Song,The Song of Forgotten Shores,False,2029.0,Oceanus Folk,True,17348,,,2029.0,2029.0
Person,Beatrice Albright,,,,,17349,,Bea Azure,,
Album,Tidesworn Ballads,,2031.0,Oceanus Folk,True,17350,2030.0,,,2031.0
Song,The Siren's Sigh,False,2031.0,Oceanus Folk,True,17351,,,2031.0,2031.0
Song,Whispers on the Jetty Wind,True,2031.0,Oceanus Folk,True,17352,,,2031.0,2031.0
Song,Moonlit Kelp Forest Dance,False,2031.0,Oceanus Folk,True,17353,,,2031.0,2031.0
Song,Seven Fathoms Deep,False,2031.0,Oceanus Folk,True,17354,,,2031.0,2031.0
Person,Daniel O'Connell,,,,,17355,,Kael Storm,,
Album,Submerged Sonatas,,2031.0,Oceanus Folk,True,17356,2030.0,,,2031.0
Song,The Language of the Tides,False,2031.0,Oceanus Folk,True,17357,,,2031.0,2031.0
Song,Coral Bloom Energy,False,2031.0,Oceanus Folk,True,17358,,,2031.0,2031.0
Song,Song of the Wandering Whale,True,2031.0,Oceanus Folk,True,17359,,,2031.0,2031.0
Song,Deep Sea Reverie,False,2031.0,Oceanus Folk,True,17360,,,2031.0,2031.0
MusicalGroup,Copper Canyon Ghosts,,,,,17361,,,,
Song,Crimson Cliffs Awakening,False,2034.0,Oceanus Folk,True,17364,,,2034.0,2034.0
Song,Salt-Stained Letters,False,2034.0,Oceanus Folk,True,17365,,,2034.0,2034.0
Song,"Canyon Echoes, Ocean Dreams",True,2034.0,Oceanus Folk,True,17366,,,2034.0,2034.0
Song,The Cartographer's Curse,False,2035.0,Oceanus Folk,True,17367,,,2035.0,2035.0
Song,Shadows in Smuggler's Cove,False,2035.0,Oceanus Folk,True,17368,,,2035.0,2035.0
Person,Isla Quinn,,,,,17409,,,,
Song,Seashell Serenade,True,2030.0,Oceanus Folk,True,17410,,,2030.0,2030.0
Song,Tidal Whisper,True,2033.0,Oceanus Folk,True,17411,,,2033.0,2033.0
